Français;Sésames;Chapitre;Nombre de traits;JLPT;Kanji;id;Lecture On;Autres sens (lecture On);Lecture Kun;Autres sens (lecture Kun)
les deux;clou, ceinture, poubelle;30;6;3;両;2061;ryoo;old Japanese coin/ both/ two/ vehicle counter;-;-
remplir;eau, végétal, les deux;30;12;3;満;1907;man;fullness, enough/ pride. full, fully, fulfillment/ a full (year)/ a full (five years) ;mi(chiru), mi(tasu);be full/ rise (tides)/ mature, expire. fill/ supply, make good/ satisfy, appease, answer (the need), meet (the demand) 
trait de pinceau/dessin/écran/compteur des traits;ordinateur, poubelle;30;8;4;画;167;ga, 	kaku;picture, drawing, painting, sketch/ stroke (in a character);-;-
dent;arrêt, poubelle, riz;30;12;3;歯;795;shi;tooth/ age;ha;tooth, cog, dent
courber;Aucun;30;6;3;曲;424;kyoku;music, tone, melody, composition/ fault;ma(garu), ma(geru);bend, curve, swerve/ be crooked/ turn/ be awry/ be perverse/ lean/ decline/ bow/ distort/ depart from (principles)/ pawn
exécutant;un, courbé, langue qui s’agite;30;11;1;曹;1233;soo;friend;-;-
mauvaise rencontre;route, exécutant;30;14;1;遭;1246;soo;meet, interview;a(u);meet, interview
ramer;eau, exécutant;30;14;0;漕;;soo;rowing, scull, paddle ;ko(gu), hako(bu);
cuve;bois, exécutant;30;15;1;槽;1247;soo;tub, tank, vat;-;-
grande casserole/grande ourse;Aucun;30;4;1;斗;1484;to;ten sho (1 to = 4.8 gallons (U.S.)= 18 liters)/ a one-to measure/ sake ladle/ the Big Dipper;-;-
recette;riz, grande casserole;30;10;4;料;2063;ryoo;charge, rate, fee/ allowance/ materials/ measuring;-;-
faculté;blé, grande casserole;30;9;3;科;144;ka;course, branch, department, faculty, school, college/ arm (of defense)/ family (in biology);-;-
carte;encadré, grande casserole;30;7;4;図;1080;zu, 	to;drawing, plan, figure, cut, chart, diagram, illustration, graph;haka(ru);measure, gauge, weigh/ fathom, sound/ compute, estimate/ plan, devise, scheme/ counsel with/ have in mind/ aim at/ deceive, impose on
se servir de;viande, bâton de marche;30;5;4;用;1992;yoo;business, work/ function/ errand/ engagement/ use, service/ expenses/ call of nature. for, used for ;mochi(iru);use, adopt (a method), employ
banal;appentis, râteau, se servir de;30;11;1;庸;1998;yoo;ordinary/ tax paid in labor/ employment;-;-
équiper;tintin, végétal, falaise, tournevis;30;12;3;備;1706;bi;be furnished with, be endowed with, possess/ be among, be one of ;sona(eru), sona(waru);be furnished with, be endowed with, possess/ be among, be one of. furnish, provide, equip, install/ have ready/ prepare/ possess, have/ be endowed with/ be armed with  
autrefois;salade, jour;31;8;3;昔;1142;seki, [shaku];antiquity, old times;mukashi;antiquity, old times
embrouillé;or, autrefois;31;16;1;錯;731;saku;mix, be in discorder;-;-
emprunter;tintin, autrefois;31;10;4;借;856;shaku;borrowing;ka(riru);borrow/ have a loan/ hire, rent 
dommage;état d’esprit, autrefois;31;11;1;惜;1147;seki;be sparing of/ be frugal with/ be stingy with/ regret/ value, prize/ be reluctant ;o(shii), o(shimu);be sparing of/ be frugal with/ be stingy with/ regret/ value, prize/ be reluctant. regrettable, pitiful, disappointing/ precious/ wasteful
mettre en place;doigt, autrefois;31;11;1;措;1209;so;give up, suspend, discontinue, lay aside, set apart/ except;-;-
disperser;autrefois, chef de corvée;31;12;3;散;752;san;scatter, disperse/ spend, squander/ dispel, dissipate, chase away ;chi(ru), chi(rasu), chi(rakasu), chi(rakaru);fall, scatter, be scattered, be shed/ disperse/ (rumor) spreads/ run, spread, blur. dissipate (fog)/ dispel/ take down or loosen (the hair)/ rout/ distribute (handbills)/ distract (attention)/ splash on (a pattern). scatter (around), disarrange, leave untidy. lie scattered around, be in disorder 
vigoureux;soleil, roi;31;8;1;旺;111;oo;flourishing, successful/ beautiful/ vigorous;-;-
Pluton;couronne, soleil, six;31;10;0;冥;1930;mei, myoo;dark;-;-
vingt;dix;31;4;0;廿;;juu, nyuu;twenty;nijuu;
peuple;complexe souterrain, four;31;11;1;庶;947;sho;all/ illegitimate child;-;-
intercepter;peuple, route;31;14;1;遮;851;sha;interrupt, obstruct, intercept;saegi(ru);interrupt, obstruct, intercept
siège;complexe souterrain, serviette;31;10;3;席;1144;seki;seat/ mat/ a place, room, occasion;-;-
degré;complexe souterrain, main droite;31;9;4;度;1496;do, [to], [taku];degree/ extent, measure, limit/ a time/ graduation, scale/ composure. save, redeem, reclaim ;tabi;time, occasion/ repetition 
transit;eau, degré;31;12;3;渡;1490;to;cross, ford, ferry/ be imported/ change hands/ make one's way through life/ sweep across/ migrate/ be provided ;wata(ru), wata(su);cross, ford, ferry/ be imported/ change hands/ make one's way through life/ sweep across/ migrate/ be provided. carry across, ferry over, bring over/ hand over, deliver/ deal (cards)/ transfer (a business)/ pay (wages)/ bridge/ stretch (something) across/ lay across 
précipitation;grand, meule de foin;31;8;1;奔;1887;hon;run;-;-
éruption;bouche, meule de foin, huître;31;15;1;噴;1781;fun;spout, emit, flush out;fu(ku);spout, emit, flush out
tombeau;terre, meule de foin, huître;31;15;1;墳;1782;fun;mound/ tomb;-;-
indignation;état d’esprit, meule de foin, huître;31;15;1;憤;1783;fun;resent, be indignant, become angry ;ikidoo(ru);resent, be indignant, become angry 
griller;feu, homme de paille;31;12;2;焼;990;shoo;burning;ya(ku), ya(keru);set fire to, burn, fire/ bake, roast (over a fire), toast, broil, parch/ char, scorch, singe/ cremate/ print (photos)/ be envious of. be burnt, be burnt down/ be roasted, be toasted, be grilled, be broiled/ be scorched/ be sunburnt/ warm up, heat up (as a motor)/ be tarnished, fade/ have heartburn/ be jealous of/ glow, be illuminated
aube;soleil, homme de paille;31;12;1;暁;421;gyoo;dawn, daybrake/ in the event (of);akatsuki;dawn, daybrake/ in the event (of)
moitié;petit, aiguille;31;5;5;半;1656;han;half/ odd number/ semi-, hemi-, demi-;naka(ba);half, semi-, middle, halfway/ partly
accompagner;tintin, moitié;31;7;1;伴;1661;han, 	ban;accompany, bring with/ be accompanied by/ be involved in ;tomona(u);accompany, bring with/ be accompanied by/ be involved in 
levée de terre;rizière, moitié;31;10;1;畔;1668;han;rice-paddy ridge, levee;-;-
jugement;moitié, sabre;31;7;3;判;1662;han, 	ban;stamp, seal/ a monogram signature/ judgment;-;-
coupon;quart, poignard;31;8;2;券;517;ken;ticket, coupon, bond, certificate;-;-
enrouler/manuscrit roulé/volume/tome;quart, serpent;31;9;2;巻;256;kan;volume, book, part/ reel;ma(ku), maki;roll up/ wind, coil/ tie around/ wind up/ roll (of silk)/ volume, book/ winding (of a clock)
poing;quart, main;31;10;1;拳;525;ken;fist;kobushi;fist
sphère d’influence/domaine/orbite/bloc;enceinte, enrouler;31;12;1;圏;529;ken;sphere, circle, range, radius;-;-
victoire;augmentation rapide, force;31;12;3;勝;987;shoo;victory, beauty spot;ka(tsu), masa(ru);win/ prevail, predominate, surpass. excel, surpass, outrival 
glycine;végétal, augmentation rapide, irrigation;31;18;1;藤;1533;too;wisteria;fuji;wisteria
reprographie;augmentation rapide, mots;31;17;1;謄;1532;too;copy;-;-
simple face;Aucun;31;4;2;片;1807;hen;leaf, sheet, petal, flake;kata;one (eye, etc.)/ single (shift, etc.)/ one-way/ one-sided
édition/bloc d’impression;simple face, anti;31;8;2;版;1666;han;printing block or plate/ printing/ edition, impression/ board/ label;-;-
de/aller;route;31;3;1;之;;shi;of, this;no, kore, yuku, kono;
insuffisant;à l’aide de, goutte;31;4;1;乏;1853;boo;meager, scarce, limited/ destitute, hard up ;tobo(shii);meager, scarce, limited/ destitute, hard up 
pelouse;à l’aide de, végétal;31;6;1;芝;840;-;-;shiba;lawn, sod, turf
tyranniser, bizuter/cruel/pénible/s’irriter;possible, végétal;31;8;0;苛;143;ka;torment, scold, chastise;-;-
négation;Aucun;31;4;4;不;1736;fu, 	bu;negation/ bad/ clumsy/ ugly;-;-
non;négation, bouche;31;7;3;否;1686;hi;no, noes;ina;no, nay
coupe à saké;arbre, négation;31;8;3;杯;1613;hai;cup, glass/ toast, congratulatory cup/ counter for cupfuls ;sakazuki;wine glass, sake cup/ chalice, cup
flèche;ciel, goutte;32;5;1;矢;769;shi;arrow;ya;arrow
redresser;flèche, ange;32;17;1;矯;415;kyoo;straighten/ correct, reform, cure/ control (one's feelings)/ pretend, falsify/ aim;ta(meru);straighten/ correct, reform, cure/ control (one's feelings)/ pretend, falsify/ aim
tribu/famille;bannière, flèche;32;11;4;族;1272;zoku;family, relatives, clan, tribe, race;-;-
savoir;flèche, bouche;32;8;4;知;1357;chi;know, acquaintance, sense;shi(ru);know/ understand/ appreciate recognize/ realize/ notice, sense, feel/ remember/ infer, gather/ be concerned with
sagesse;savoir, langue qui s’agite dans la bouche;32;12;1;智;;chi;wisdom, intellect, reason ;;
pousser;doigt, coude, flèche;32;10;0;挨;3;ai;push open;-;-
presser(dans « salutations »);doigt, fleuve, soirée;32;9;0;拶;737;satsu;be imminent;-;-
lance;Aucun;32;5;1;矛;1920;mu;halberd/ arms/ festival car, float ;hoko;halberd/ arms/ festival car, float 
souple;lance, arbre;32;9;2;柔;911;juu, 	nyuu;weakness/ gentleness/ softness;yawa(raka), yawa(rakai);soft, tender, plastic/ limp/ gentle/ mellow 
œuvre;lance, chef de corvée, muscle;32;11;3;務;1921;mu;serve, fill a post, serve under/ exert oneself, endeavor, work, be diligent/ play (the part of) ;tsuto(meru), tsuto(maru);serve, fill a post, serve under/ exert oneself, endeavor, work, be diligent/ play (the part of) 
brouillard;œuvre, temps;32;19;1;霧;1924;mu;mist, fog, spray;kiri;mist, fog, spray
équipe/répartir;roi, pique, roi;32;10;1;班;1667;han;corps, unite, squad/ party, companions, group/ order;-;-
rentrer;pique, balai, tablier;32;10;4;帰;320;ki;return/ take one's leave/ come again/ come around (time);kae(ru), kae(su);return/ take one's leave/ come again/ come around (time)/ send (someone) back
arc;Aucun;32;3;1;弓;362;kyuu;bow/ violin bow;yumi;bow/ archery/ violin bow/ bow shape
tirer;arc, bâton de marche;32;4;3;引;46;in;draw, pull, haul, tug, jerk, drag, trail, bend, attract/ lead (horses or captives)/ draw (lines)/ admit/ install (utilities)/ quote, refer to/ look up (words)/ subtract, reduce/ apply, daub on/ blunt (a sword)/ patronize/ choose/ draw (a line)/ catch (a cold)/ retreat, withdraw, retire/ subside;hi(ku), hi(keru);draw, pull, haul, tug, jerk, drag, trail, bend, attract/ lead (horses or captives)/ draw (lines)/ admit/ install (utilities)/ quote, refer to/ look up (words)/ subtract, reduce/ apply, daub on/ blunt (a sword)/ patronize/ choose/ draw (a line)/ catch (a cold)/ retreat, withdraw, retire/ subside/ close, be over/ can discount/ slink away
condoléances;arc, canne;32;4;1;弔;1393;choo;mourning;tomura(u);mourn for/ hold a memorial service for/ condole
vaste;arc, coude;32;5;1;弘;;koo, gu;vast, broad, wide ;hiro(i);
fort;arc, coude, insecte;32;11;4;強;410;kyoo, 	goo;strength, might/ strong person;tsuyo(i), tsuyo(maru), tsuyo(meru), shi(iru);strong, powerful, mighty, robust, vigorous, healthy/ brave, courageous/ severe, intense/ durable, solid/ get strong/ strengthen, intensify, invigorate/ confirm/ emphasize, increase, redouble/ force, coerce, constrain, compel
faible;arc, glace;32;10;3;弱;861;jaku;weakness/ the weak;yowa(i), yowa(ru), yowa(maru), yowa(meru);weaken, be emaciated/ be dejected/ be perplexed. impair, enfeeble. weak, feeble, frail, tender/ unskilled/ weak (alcoholic beverage) 
sombrer;eau, faible;32;13;0;溺;1466;deki;drown, indulge in;obo(reru);drown, indulge in
de plus en plus;arc, couché, petit;32;8;1;弥;1955;-;-;ya;all the more, increasingly
bouillonner;eau, fluor;32;8;2;沸;1775;futsu;boil, get hot/ ferment/ seethe/ be in an uproar/ gush out/ grow, breed, be hatched ;wa(ku), wa(kasu);boil, get hot/ ferment/ seethe/ be in an uproar/ gush out/ grow, breed, be hatched. heat up (the bath)/ melt 
dépense;négatif, monnaie;32;12;3;費;1699;hi;expenses, cost;tsui(yasu), tsui(eru);spend, consume, waste. become less/ be wasted 
numéro;bambous, négatif;32;11;1;第;1315;dai;residence. number (1, 2, 3, etc.);-;-
frère cadet;cornes, négatif;32;7;4;弟;1440;tei, [dai], [de];younger brother, faithful service to those older/ brotherly affection;otooto;younger brother
adroit;poutrelle en I, clou tordu;32;5;1;巧;593;koo;skilled;taku(mi);skill, ingenuity
surnom;bouche, clou tordu;32;5;3;号;651;goo;number/ item, title, pseudonym/ Buddhist name ;-;-
délabré;arbre, clou tordu;32;6;1;朽;367;kyuu;decay, rot/ remain in seclusion;ku(chiru);decay, rot/ remain in seclusion
vantardise;mots, grand, planche, clou tordu;32;13;1;誇;572;ko;boast of, be proud of;hoko(ru);boast of, be proud of
menton;bouche, bouche, plafond, clou tordu, tête;32;18;0;顎;230;gaku;jaw;ago;jaw, chin
sale;eau, clous tordus;32;6;2;汚;104;o;make dirty, stain, pollute, defile, contaminate/ disgrace, dishonor/ rape;kega(su), kega(reru), kega(rawashii), yogo(su), yogo(reru), kitana(i);make dirty, stain, pollute, defile, contaminate/ disgrace, dishonor/ rape/ get dirty/ be defiled/ be contaminated/ filthy/ unfair/ soil/ debauch/ be stained, tarnish/ dirty, filthy, unclean, soiled/ shabby/ indecent, obscene/ base, sordid/ stingy/ foul
donner;pince, un;32;3;3;与;1986;yo;give, award, impart, provide, allot, cause (pain or damage) ;ata(eru);give, award, impart, provide, allot, cause (pain or damage) 
copie;couronne, donner;32;5;4;写;841;sha;be photographed/ be projected (on a screen)/ (light or shadows) fall on;utsu(su), utsu(ru);be photographed/ be projected (on a screen)/ (light or shadows) fall on. copy, transcribe, duplicate, reproduce, trace/ describe, picture, photograph
individu;nez;33;7;3;身;1046;shin;body/ person/ the quick/ one's station in life/ self/ heart, soul, mind/ ability/ flesh, meat/ life/ blade/ container/ garment width ;mi;body/ person/ the quick/ one's station in life/ self/ heart, soul, mind/ ability/ flesh, meat/ life/ blade/ container/ garment width 
décocher;individu, collé;33;10;1;射;846;sha;archery/ shooting;i(ru);shoot
excuse;mots, décocher;33;17;1;謝;852;sha;thank/ apologize/ decline, refuse/ take one's leave ;ayama(ru);apologize/ be floored
vieillard;terre, cuiller;33;6;3;老;2115;roo;aging, old age, old people;o(iru), fu(keru);grow old
réfléchir;vieillard, pince;33;6;4;考;602;koo;thought, consideration/ research, treatise ;kanga(eru);think, consider, believe, suspect/ be of the opinion/ intend/ expect, hope, fear/ judge, conclude/ imagine, suppose/ regard as/ be discreet/ ponder over/ reconsider/ be prepared for/ invent 
piété filiale;vieillard, enfant;33;7;1;孝;605;koo;filial piety;-;-
enseigner;piété filiale, chef de corvée;33;11;4;教;411;kyoo;faith;oshi(eru), oso(waru);teach, give lessons/ inform/ coach/ learn, be taught, take lessons in
torture;doigt, réfléchir;33;9;1;拷;653;goo;beat, torture;-;-
personne;vieillard, langue qui s’agite dans la bouche;33;8;4;者;845;sha;person/ thing;mono;person, somebody
mijoter;personne, chaudron;33;12;1;煮;850;sha;boil, cook, be cooked, be boiled ;ni(ru), ni(eru), ni(yasu);boil, cook, be cooked, be boiled. boil, cook 
renommé;végétal, personne;33;11;2;著;1390;cho;literary work;arawa(su), ichijiru(shii);write, publish. remarkable, phenomenal
signature/autorités publiques;filet, personne;33;13;2;署;949;sho;government office, (police) station;-;-
temps lourd;soleil, personne;33;12;3;暑;948;sho;summer heat;atsu(i);hot, warm, sultry
baguette;bambou, personne;33;15;0;箸;1644;-;-;hashi;chopsticks
multiples;mots, personne;33;15;2;諸;951;sho;many, several, various, all;-;-
sanglier;meute de chiens, personne;33;11;1;猪;;cho;boar;i, inoshishi;
grève;eau, personne;33;11;1;渚;;sho;strand, beach, shore ;nagisa;
parier;monnaie, personne, goutte;33;16;0;賭;1492;to;gambling;ka(keru);wager, place a bet
vallée étroite;montagne, ciseaux;33;9;1;峡;403;kyoo;gorge, ravine;-;-
étroit;meute, ciseaux;33;9;1;狭;405;kyoo;narrow, contract, reduce;sema(i), saba(meru), seba(maru);narrow, contract, reduce/ become narrow, contract/ small (area), limited, tight
serrer;doigt, ciseaux;33;9;2;挟;404;kyoo;put between, hold between/ insert, jam into/ nip/ interpose;hasa(mu), hasa(maru);put between, hold between/ insert, jam into/ nip/ interpose/ get between, be caught in, be jammed in, be hemmed in, be sandwiched between, be pinned under, lie between
joue;ciseaux, tête;33;15;0;頬;1874;hoo;cheek;-;-
pourchasser;maestro, route;33;9;3;追;1427;tsui;drive away/ chase/ drive (cattle)/ follow, persue (pleasure);o(u);drive away/ chase/ drive (cattle)/ follow, persue (pleasure)
expert;maestro, plafond, serviette;33;10;3;師;788;shi;teacher, master/ exemplary person/ army/ war;-;-
commandant;maestro, serviette;33;9;1;帥;1085;sui;leading (troops);-;-
fonctionnaire;maestro, maison;33;8;3;官;254;kan;the Government, the authorities/ the Court;-;-
cercueil;bois, fonctionnaire;33;12;1;棺;268;kan;casket, coffin;-;-
tuyau;bambous, fonctionnaire;33;14;2;管;278;kan;pipe, tube/ (brush) holder/ wind instrument;kuda;pipe, tube/ drunken talk
père;chef de corvée, gouttes;33;4;5;父;1738;fu;father;chichi;father
échanges;chapeau haut de forme, papa;33;6;3;交;596;koo;coming and going, association/ change of seasons;maji(waru), maji(eru), maji(ru), ma(zaru), ma(zeru), ka(u), ka(wasu);associate with, mingle with/ interest/ join. mix/ converse with, cross (swords). blend, mingle/ include, let in on. be mixed, be blended. exchange (messages)/ dodge, parry, avoid, turn aside
